service_id,date,exception_type
0ANN0FER2019091120991231000002,20200928,1
0ANN0FER2019120220991231000002,20200928,1
0ANN0FER2020020120991231000002,20200928,1
0ANN0FER2020051420991231000002,20200928,1
0INV0FER2019120220991231000002,20200928,1
SCOLFESA2019120220991231000002,20200928,1
0INV0FER2019041320991231000002,20200928,1
0INV0FER2014091520991231000002,20200928,1
0INV0FER2017091320991231000002,20200928,1
SCOLFESA2020091420991231000002,20200928,1
SCOLFSNS2020020120991231000002,20200928,1
SCOLFSNS2020091420991231000002,20200928,1
0INV0FER2017091320201126000002,20200928,1
0ANN0FER2014060920991231000002,20200928,1
0ANN0FER2015041320991231000002,20200928,1
0ANN0FER2015061120991231000002,20200928,1
0ANN0FER2017091320201126000002,20200928,1
0ANN0FER2017091320991231000002,20200928,1
0ANN0FER2020060820991231000002,20200928,1
0ANN0FER2020091420991231000002,20200928,1
0INV0FER2011091220991231000002,20200928,1
0INV0FER2011091220991231000002,20200929,1
0ANN0FER2020091420991231000002,20200929,1
0ANN0FER2020060820991231000002,20200929,1
0ANN0FER2017091320991231000002,20200929,1
0ANN0FER2017091320201126000002,20200929,1
0ANN0FER2015061120991231000002,20200929,1
0ANN0FER2015041320991231000002,20200929,1
0ANN0FER2014060920991231000002,20200929,1
0INV0FER2017091320201126000002,20200929,1
SCOLFSNS2020091420991231000002,20200929,1
SCOLFSNS2020020120991231000002,20200929,1
SCOLFESA2020091420991231000002,20200929,1
0INV0FER2017091320991231000002,20200929,1
0INV0FER2014091520991231000002,20200929,1
0INV0FER2019041320991231000002,20200929,1
SCOLFESA2019120220991231000002,20200929,1
0INV0FER2019120220991231000002,20200929,1
0ANN0FER2020051420991231000002,20200929,1
0ANN0FER2020020120991231000002,20200929,1
0ANN0FER2019120220991231000002,20200929,1
0ANN0FER2019091120991231000002,20200929,1
0ANN0FER2018031920991231000002,20200929,1
0ANN0FER2013091220991231000002,20200929,1
0ANN0FER2011091220991231000002,20200929,1
0ANN0FER2010010120991231000002,20200929,1
0ANN0FER2020052820991231000002,20200929,1
SCOLFESA2019041320991231000002,20200929,1
0INV0FER2020091420991231000002,20200929,1
SCOLFESA2019012120991231000002,20200929,1
SCOLFESA2017091320991231000002,20200929,1
SCOLFESA2017091320991231000002,20200930,1
SCOLFESA2019012120991231000002,20200930,1
0INV0FER2020091420991231000002,20200930,1
SCOLFESA2019041320991231000002,20200930,1
0ANN0FER2020052820991231000002,20200930,1
0ANN0FER2010010120991231000002,20200930,1
0ANN0FER2011091220991231000002,20200930,1
0ANN0FER2013091220991231000002,20200930,1
0ANN0FER2018031920991231000002,20200930,1
0ANN0FER2019091120991231000002,20200930,1
0ANN0FER2019120220991231000002,20200930,1
0ANN0FER2020020120991231000002,20200930,1
0ANN0FER2020051420991231000002,20200930,1
0INV0FER2019120220991231000002,20200930,1
SCOLFESA2019120220991231000002,20200930,1
0INV0FER2019041320991231000002,20200930,1
0INV0FER2014091520991231000002,20200930,1
0INV0FER2017091320991231000002,20200930,1
SCOLFESA2020091420991231000002,20200930,1
SCOLFSNS2020020120991231000002,20200930,1
SCOLFSNS2020091420991231000002,20200930,1
0INV0FER2017091320201126000002,20200930,1
0ANN0FER2014060920991231000002,20200930,1
0ANN0FER2015041320991231000002,20200930,1
0ANN0FER2015061120991231000002,20200930,1
0ANN0FER2017091320201126000002,20200930,1
0ANN0FER2017091320991231000002,20200930,1
0ANN0FER2020060820991231000002,20200930,1
0ANN0FER2020091420991231000002,20200930,1
0INV0FER2011091220991231000002,20200930,1
0INV0FER2011091220991231000002,20201001,1
0ANN0FER2020091420991231000002,20201001,1
0ANN0FER2020060820991231000002,20201001,1
0ANN0FER2017091320991231000002,20201001,1
0ANN0FER2017091320201126000002,20201001,1
0ANN0FER2015061120991231000002,20201001,1
0ANN0FER2015041320991231000002,20201001,1
0ANN0FER2014060920991231000002,20201001,1
0INV0FER2017091320201126000002,20201001,1
SCOLFSNS2020091420991231000002,20201001,1
SCOLFSNS2020020120991231000002,20201001,1
SCOLFESA2020091420991231000002,20201001,1
0INV0FER2017091320991231000002,20201001,1
0INV0FER2014091520991231000002,20201001,1
0INV0FER2019041320991231000002,20201001,1
SCOLFESA2019120220991231000002,20201001,1
0INV0FER2019120220991231000002,20201001,1
0ANN0FER2020051420991231000002,20201001,1
0ANN0FER2020020120991231000002,20201001,1
0ANN0FER2019120220991231000002,20201001,1
0ANN0FER2019091120991231000002,20201001,1
0ANN0FER2018031920991231000002,20201001,1
0ANN0FER2013091220991231000002,20201001,1
0ANN0FER2011091220991231000002,20201001,1
0ANN0FER2010010120991231000002,20201001,1
0ANN0FER2020052820991231000002,20201001,1
SCOLFESA2019041320991231000002,20201001,1
0INV0FER2020091420991231000002,20201001,1
SCOLFESA2019012120991231000002,20201001,1
SCOLFESA2017091320991231000002,20201001,1
SCOLFESA2017091320991231000002,20201002,1
SCOLFESA2019012120991231000002,20201002,1
0INV0FER2020091420991231000002,20201002,1
SCOLFESA2019041320991231000002,20201002,1
0ANN0FER2020052820991231000002,20201002,1
0ANN0FER2010010120991231000002,20201002,1
0ANN0FER2011091220991231000002,20201002,1
0ANN0FER2013091220991231000002,20201002,1
0ANN0FER2018031920991231000002,20201002,1
0ANN0FER2019091120991231000002,20201002,1
0ANN0FER2019120220991231000002,20201002,1
0ANN0FER2020020120991231000002,20201002,1
0ANN0FER2020051420991231000002,20201002,1
0INV0FER2019120220991231000002,20201002,1
SCOLFESA2019120220991231000002,20201002,1
0INV0FER2019041320991231000002,20201002,1
0INV0FER2014091520991231000002,20201002,1
0INV0FER2017091320991231000002,20201002,1
SCOLFESA2020091420991231000002,20201002,1
SCOLFSNS2020020120991231000002,20201002,1
SCOLFSNS2020091420991231000002,20201002,1
0INV0FER2017091320201126000002,20201002,1
0ANN0FER2014060920991231000002,20201002,1
0ANN0FER2015041320991231000002,20201002,1
0ANN0FER2015061120991231000002,20201002,1
0ANN0FER2017091320201126000002,20201002,1
0ANN0FER2017091320991231000002,20201002,1
0ANN0FER2020060820991231000002,20201002,1
0ANN0FER2020091420991231000002,20201002,1
0INV0FER2011091220991231000002,20201002,1
SCOLFESA2020091420991231000002,20201003,1
SCOLFESA2019120220991231000002,20201003,1
SCOLFESA2019041320991231000002,20201003,1
SCOLFESA2019012120991231000002,20201003,1
SCOLFESA2017091320991231000002,20201003,1
SCOLFESA2017091320991231000002,20201005,1
SCOLFESA2019012120991231000002,20201005,1
0INV0FER2020091420991231000002,20201005,1
SCOLFESA2019041320991231000002,20201005,1
0ANN0FER2020052820991231000002,20201005,1
0ANN0FER2010010120991231000002,20201005,1
0ANN0FER2013091220991231000002,20201005,1
0ANN0FER2011091220991231000002,20201005,1
0INV0FER2019120220991231000002,20201005,1
0ANN0FER2020051420991231000002,20201005,1
0ANN0FER2020020120991231000002,20201005,1
0ANN0FER2019120220991231000002,20201005,1
0ANN0FER2019091120991231000002,20201005,1
0ANN0FER2018031920991231000002,20201005,1
SCOLFESA2019120220991231000002,20201005,1
0INV0FER2019041320991231000002,20201005,1
0INV0FER2017091320991231000002,20201005,1
0INV0FER2014091520991231000002,20201005,1
SCOLFESA2020091420991231000002,20201005,1
SCOLFSNS2020020120991231000002,20201005,1
0INV0FER2017091320201126000002,20201005,1
SCOLFSNS2020091420991231000002,20201005,1
0INV0FER2011091220991231000002,20201005,1
0ANN0FER2020091420991231000002,20201005,1
0ANN0FER2020060820991231000002,20201005,1
0ANN0FER2017091320991231000002,20201005,1
0ANN0FER2017091320201126000002,20201005,1
0ANN0FER2015061120991231000002,20201005,1
0ANN0FER2015041320991231000002,20201005,1
0ANN0FER2014060920991231000002,20201005,1
0ANN0FER2014060920991231000002,20201006,1
0ANN0FER2015041320991231000002,20201006,1
0ANN0FER2015061120991231000002,20201006,1
0ANN0FER2017091320201126000002,20201006,1
0ANN0FER2017091320991231000002,20201006,1
0ANN0FER2020060820991231000002,20201006,1
0ANN0FER2020091420991231000002,20201006,1
0INV0FER2011091220991231000002,20201006,1
SCOLFSNS2020091420991231000002,20201006,1
0INV0FER2017091320201126000002,20201006,1
SCOLFSNS2020020120991231000002,20201006,1
SCOLFESA2020091420991231000002,20201006,1
0INV0FER2014091520991231000002,20201006,1
0INV0FER2017091320991231000002,20201006,1
0INV0FER2019041320991231000002,20201006,1
SCOLFESA2019120220991231000002,20201006,1
0ANN0FER2018031920991231000002,20201006,1
0ANN0FER2019091120991231000002,20201006,1
0ANN0FER2019120220991231000002,20201006,1
0ANN0FER2020020120991231000002,20201006,1
0ANN0FER2020051420991231000002,20201006,1
0INV0FER2019120220991231000002,20201006,1
0ANN0FER2011091220991231000002,20201006,1
0ANN0FER2013091220991231000002,20201006,1
0ANN0FER2010010120991231000002,20201006,1
0ANN0FER2020052820991231000002,20201006,1
SCOLFESA2019041320991231000002,20201006,1
0INV0FER2020091420991231000002,20201006,1
SCOLFESA2019012120991231000002,20201006,1
SCOLFESA2017091320991231000002,20201006,1
SCOLFESA2017091320991231000002,20201007,1
SCOLFESA2019012120991231000002,20201007,1
0INV0FER2020091420991231000002,20201007,1
SCOLFESA2019041320991231000002,20201007,1
0ANN0FER2020052820991231000002,20201007,1
0ANN0FER2010010120991231000002,20201007,1
0ANN0FER2013091220991231000002,20201007,1
0ANN0FER2011091220991231000002,20201007,1
0INV0FER2019120220991231000002,20201007,1
0ANN0FER2020051420991231000002,20201007,1
0ANN0FER2020020120991231000002,20201007,1
0ANN0FER2019120220991231000002,20201007,1
0ANN0FER2019091120991231000002,20201007,1
0ANN0FER2018031920991231000002,20201007,1
SCOLFESA2019120220991231000002,20201007,1
0INV0FER2019041320991231000002,20201007,1
0INV0FER2017091320991231000002,20201007,1
0INV0FER2014091520991231000002,20201007,1
SCOLFESA2020091420991231000002,20201007,1
SCOLFSNS2020020120991231000002,20201007,1
0INV0FER2017091320201126000002,20201007,1
SCOLFSNS2020091420991231000002,20201007,1
0INV0FER2011091220991231000002,20201007,1
0ANN0FER2020091420991231000002,20201007,1
0ANN0FER2020060820991231000002,20201007,1
0ANN0FER2017091320991231000002,20201007,1
0ANN0FER2017091320201126000002,20201007,1
0ANN0FER2015061120991231000002,20201007,1
0ANN0FER2015041320991231000002,20201007,1
0ANN0FER2014060920991231000002,20201007,1
0ANN0FER2014060920991231000002,20201008,1
0ANN0FER2015041320991231000002,20201008,1
0ANN0FER2015061120991231000002,20201008,1
0ANN0FER2017091320201126000002,20201008,1
0ANN0FER2017091320991231000002,20201008,1
0ANN0FER2020060820991231000002,20201008,1
0ANN0FER2020091420991231000002,20201008,1
0INV0FER2011091220991231000002,20201008,1
SCOLFSNS2020091420991231000002,20201008,1
0INV0FER2017091320201126000002,20201008,1
SCOLFSNS2020020120991231000002,20201008,1
SCOLFESA2020091420991231000002,20201008,1
0INV0FER2014091520991231000002,20201008,1
0INV0FER2017091320991231000002,20201008,1
0INV0FER2019041320991231000002,20201008,1
SCOLFESA2019120220991231000002,20201008,1
0ANN0FER2018031920991231000002,20201008,1
0ANN0FER2019091120991231000002,20201008,1
0ANN0FER2019120220991231000002,20201008,1
0ANN0FER2020020120991231000002,20201008,1
0ANN0FER2020051420991231000002,20201008,1
0INV0FER2019120220991231000002,20201008,1
0ANN0FER2011091220991231000002,20201008,1
0ANN0FER2013091220991231000002,20201008,1
0ANN0FER2010010120991231000002,20201008,1
0ANN0FER2020052820991231000002,20201008,1
SCOLFESA2019041320991231000002,20201008,1
0INV0FER2020091420991231000002,20201008,1
SCOLFESA2019012120991231000002,20201008,1
SCOLFESA2017091320991231000002,20201008,1
SCOLFESA2017091320991231000002,20201009,1
SCOLFESA2019012120991231000002,20201009,1
0INV0FER2020091420991231000002,20201009,1
SCOLFESA2019041320991231000002,20201009,1
0ANN0FER2020052820991231000002,20201009,1
0ANN0FER2010010120991231000002,20201009,1
0ANN0FER2013091220991231000002,20201009,1
0ANN0FER2011091220991231000002,20201009,1
0INV0FER2019120220991231000002,20201009,1
0ANN0FER2020051420991231000002,20201009,1
0ANN0FER2020020120991231000002,20201009,1
0ANN0FER2019120220991231000002,20201009,1
0ANN0FER2019091120991231000002,20201009,1
0ANN0FER2018031920991231000002,20201009,1
SCOLFESA2019120220991231000002,20201009,1
0INV0FER2019041320991231000002,20201009,1
0INV0FER2017091320991231000002,20201009,1
0INV0FER2014091520991231000002,20201009,1
SCOLFESA2020091420991231000002,20201009,1
SCOLFSNS2020020120991231000002,20201009,1
0INV0FER2017091320201126000002,20201009,1
SCOLFSNS2020091420991231000002,20201009,1
0INV0FER2011091220991231000002,20201009,1
0ANN0FER2020091420991231000002,20201009,1
0ANN0FER2020060820991231000002,20201009,1
0ANN0FER2017091320991231000002,20201009,1
0ANN0FER2017091320201126000002,20201009,1
0ANN0FER2015061120991231000002,20201009,1
0ANN0FER2015041320991231000002,20201009,1
0ANN0FER2014060920991231000002,20201009,1
SCOLFESA2020091420991231000002,20201010,1
SCOLFESA2019120220991231000002,20201010,1
SCOLFESA2019041320991231000002,20201010,1
SCOLFESA2019012120991231000002,20201010,1
SCOLFESA2017091320991231000002,20201010,1
SCOLFESA2017091320991231000002,20201012,1
SCOLFESA2019012120991231000002,20201012,1
0INV0FER2020091420991231000002,20201012,1
SCOLFESA2019041320991231000002,20201012,1
0ANN0FER2020052820991231000002,20201012,1
0ANN0FER2010010120991231000002,20201012,1
0ANN0FER2011091220991231000002,20201012,1
0ANN0FER2013091220991231000002,20201012,1
0ANN0FER2018031920991231000002,20201012,1
0ANN0FER2019091120991231000002,20201012,1
0ANN0FER2019120220991231000002,20201012,1
0ANN0FER2020020120991231000002,20201012,1
0ANN0FER2020051420991231000002,20201012,1
0INV0FER2019120220991231000002,20201012,1
SCOLFESA2019120220991231000002,20201012,1
0INV0FER2019041320991231000002,20201012,1
0INV0FER2014091520991231000002,20201012,1
0INV0FER2017091320991231000002,20201012,1
SCOLFESA2020091420991231000002,20201012,1
SCOLFSNS2020020120991231000002,20201012,1
